RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts
8168,15793135,Wang,713,Germany,Female,24,7,147687.24,1
8169,15599182,Reynolds,597,Spain,Female,33,2,0,2
8170,15689517,Hales,635,France,Male,27,3,127009.83,1
8171,15641366,Y?an,599,Germany,Male,61,1,124737.96,1
8172,15588859,Rowley,496,Spain,Female,44,0,179356.28,2
8173,15732293,Chia,759,Spain,Male,31,8,0,2
8174,15568032,Moore,757,Germany,Male,31,1,127320.36,3
8175,15623525,Copeland,564,Spain,Male,31,0,125175.58,1
8176,15606601,Rishel,561,France,Female,22,6,186788.96,2
8177,15800811,Wan,702,France,Male,40,3,148556.74,1
8178,15610711,Eluemuno,678,Germany,Female,40,8,128644.46,1
8179,15809654,Hsia,707,France,Female,46,7,127476.73,2
8180,15576077,Kelly,610,France,Female,27,9,159561.93,1
8181,15643378,Muir,744,France,Male,42,1,112419.92,1
8182,15566790,McIntyre,598,France,Male,28,8,129991.76,2
8183,15774402,Donaldson,562,Spain,Male,36,5,0,1
8184,15694641,Wright,621,Spain,Female,59,2,0,2
8185,15605916,Uvarova,659,France,Female,50,3,0,1
8186,15812356,Doherty,722,Germany,Female,40,6,89175.06,2
8187,15644179,Allen,606,France,Female,39,3,0,2
8188,15771674,Ma,603,Spain,Female,39,5,162390.52,2
8189,15623314,Tucker,506,Germany,Female,59,3,190353.08,1
8190,15613292,Ch'eng,715,France,Male,21,8,0,2
8191,15813871,Hs?,690,France,Male,47,2,0,2
8192,15759480,H?,644,France,Female,40,10,139180.97,1
8193,15587712,Chimaijem,589,France,Male,36,8,114435.47,1
8194,15671165,Esomchi,592,France,Female,66,5,149950.19,1
8195,15620746,Lorenzo,632,France,Male,42,4,126115.6,1
8196,15706537,Pirogov,577,Germany,Female,59,7,111396.97,1
8197,15589312,Larkin,588,France,Male,30,3,115007.08,1
8198,15741180,Eddy,617,France,Male,54,6,102141.9,1
8199,15733888,Sells,668,Spain,Female,36,3,133686.52,1
8200,15798532,Crawford,810,France,Male,32,9,120879.73,2
8201,15577359,Bezrukov,767,Spain,Male,47,5,0,1
8202,15614936,Mancini,718,Spain,Female,49,10,82321.88,1
8203,15747647,Iadanza,589,Spain,Female,27,4,0,2
8204,15588566,Wilkinson,778,Spain,Male,33,5,116474.28,2
8205,15570141,P'eng,724,France,Female,34,3,132352.69,1
8206,15800793,St Clair,477,Germany,Female,39,4,182491.57,1
8207,15572415,Preston,580,France,Male,34,6,0,2
8208,15635125,Findlay,566,Spain,Male,63,2,120787.18,2
8209,15636551,Nixon,711,France,Female,29,3,130181.47,2
8210,15600912,Gorshkov,706,Germany,Male,32,5,88348.43,2
8211,15768476,Chukwubuikem,703,Spain,Male,31,6,0,2
8212,15650266,Medvedeva,679,Germany,Male,39,2,146186.28,2
8213,15621004,Chukwuhaenye,603,France,Male,32,7,0,1
8214,15748352,Endrizzi,598,Spain,Male,34,0,104488.17,1
8215,15788920,Ch'ang,836,Germany,Female,32,4,109196.67,2
8216,15743236,Piccio,687,France,Female,61,7,80538.56,1
8217,15637717,Lockington,704,Germany,Male,41,4,109026.8,2
8218,15635500,Seleznyov,605,Germany,Male,75,2,61319.63,1
8219,15634792,Weston,516,France,Female,40,9,0,2
8220,15607560,Groom,572,France,Female,39,2,0,2
8221,15727177,Manfrin,557,France,Male,42,6,177822.03,1
8222,15774358,Robertson,443,Germany,Male,59,4,110939.3,1
8223,15791304,Ch'ang,604,Germany,Male,25,7,165413.43,1
8224,15603328,Lucchesi,483,France,Male,27,1,77805.66,1
8225,15804937,Cambage,702,France,Male,50,3,0,2
8226,15804142,Tan,670,Spain,Female,57,3,175575.95,2
8227,15608845,Tao,804,Spain,Female,38,3,124197.22,1
8228,15702434,Hsieh,850,France,Female,30,3,0,2
8229,15632609,Burdekin,554,France,Female,39,10,160132.75,1
8230,15603550,Longo,588,Germany,Female,37,7,70258.88,2
8231,15755239,Maughan,758,Germany,Male,32,4,162657.64,2
8232,15670528,Franz,787,Germany,Male,43,0,132217.45,1
8233,15732704,Piazza,582,Spain,Male,25,9,148042.97,2
8234,15589019,Morant,633,Spain,Female,33,4,92855.02,1
8235,15677796,Becher,766,Germany,Male,47,9,129289.98,1
8236,15760177,Lombardi,564,Spain,Male,37,9,100252.18,1
8237,15636595,Loton,602,Spain,Male,37,3,107592.89,2
8238,15737275,Conti,649,France,Male,39,3,113096.41,1
8239,15672905,Sani,679,Spain,Female,40,7,0,2
8240,15753955,Lori,639,Spain,Male,34,7,149940.04,2
8241,15708504,Wong,790,Germany,Male,50,8,121438.58,1
8242,15592451,Lombardi,565,France,Male,32,9,0,2
8243,15790455,Obialo,478,France,Female,50,2,0,1
8244,15572174,Mazzi,825,France,Male,29,3,148874.01,2
8245,15656330,Von Doussa,528,Spain,Female,32,0,68138.37,1
8246,15569626,Miller,577,Spain,Male,35,5,110080.3,1
8247,15608726,Miracle,663,France,Male,24,7,0,2
8248,15637366,Su,505,Germany,Female,25,5,114268.85,2
8249,15778049,Wyatt,633,Germany,Male,29,6,117412.35,1
8250,15727421,Anayolisa,586,France,Female,38,6,0,2
8251,15688865,Wade,850,France,Female,35,9,0,2
8252,15751032,Enemuo,629,Germany,Female,37,1,35549.81,2
8253,15734737,Bruno,744,France,Male,56,9,0,2
8254,15746515,Greece,750,France,Male,36,7,136492.92,3
8255,15664311,Yang,637,Germany,Male,28,3,123675.69,1
8256,15708139,Brown,575,France,Female,40,1,139532.34,1
8257,15768574,Anderson,671,Spain,Male,58,1,178713.98,1
8258,15738018,Johnston,571,France,Male,40,5,0,2
8259,15699753,Zakharov,590,France,Male,41,1,89086.31,1
8260,15703199,Golibe,619,Spain,Male,38,3,96143.47,1
8261,15627830,Nikitina,640,Germany,Female,30,5,32197.64,1
8262,15570855,Leonard,670,France,Male,38,7,0,2
8263,15772503,Burns,737,France,Female,33,4,0,2
8264,15584453,Burtch,555,Spain,Male,32,10,0,2
8265,15710111,Clark,742,France,Male,33,6,0,2
8266,15618562,Woodward,618,Germany,Female,40,0,140306.38,1
8267,15706764,Spencer,560,France,Female,35,1,0,2
8268,15798737,Chao,654,France,Male,38,8,0,2
8269,15712608,Costa,787,Germany,Female,42,2,74483.97,2
8270,15636736,McLachlan,611,France,Female,53,7,0,2
8271,15703544,Hung,559,Spain,Male,34,0,0,1
8272,15815645,Akhtar,481,France,Male,37,8,152303.66,2
8273,15705739,Toscani,753,Germany,Male,32,5,159904.79,1
8274,15709643,Gray,675,France,Male,32,1,0,3
8275,15669805,Warren,748,Germany,Female,31,1,99557.94,1
8276,15737489,Ramsden,610,Spain,Female,46,5,116886.59,1
8277,15775131,Bartlett,580,Spain,Male,32,9,142188.2,2
8278,15765283,Wenz,624,Germany,Female,40,3,149961.99,2
8279,15628715,Kisch,709,France,Female,36,8,0,2
8280,15813283,Mai,605,France,Female,34,2,0,1
8281,15745716,McGregor,706,Spain,Male,53,7,0,2
8282,15598485,Pinto,567,Spain,Male,40,8,28649.64,1
8283,15696552,Newman,747,France,Female,21,4,81025.6,2
8284,15754569,Pagnotto,664,France,Male,57,1,0,2
8285,15701741,Williams,711,France,Female,39,3,152462.79,1
8286,15572631,Ndubuisi,609,France,Male,25,10,0,1
8287,15636069,Plummer,632,Spain,Male,28,7,155519.59,1
8288,15682467,Chimezie,725,France,Female,36,1,118851.05,1
8289,15790744,Nash,850,France,Female,34,9,92899.27,2
8290,15625023,Onochie,682,France,Male,40,4,0,1
8291,15731267,Rizzo,797,France,Male,37,4,75263.7,1
8292,15742879,Boni,668,Spain,Male,38,1,147904.31,1
8293,15757015,Davies,783,Germany,Female,41,5,106640.5,1
8294,15770711,Lu,766,Germany,Female,28,4,90696.78,1
8295,15569430,Burrows,704,Spain,Female,36,2,175509.8,2
8296,15617304,Ershova,722,France,Male,40,6,0,2
8297,15704466,Udokamma,692,France,Female,34,7,0,2
8298,15664681,Aitken,584,France,Female,35,2,114321.28,2
8299,15605534,Turnbull,644,Germany,Female,51,4,95560.04,1
8300,15792473,Reilly,598,Germany,Female,50,5,88379.81,3
8301,15802625,Hardy,733,Germany,Male,48,7,85915.52,1
8302,15766017,Brookman,615,Germany,Male,58,3,72309.3,1
8303,15762172,Kerr,850,France,Female,39,2,0,2
8304,15728333,McBurney,521,France,Male,43,8,0,1
8305,15792868,Mickey,675,France,Male,69,1,0,2
8306,15605698,Harrison,746,France,Male,58,3,0,3
8307,15777060,Olszewski,770,France,Female,33,4,0,1
8308,15626243,Chijioke,618,France,Male,30,3,133844.22,1
8309,15719898,Young,556,France,Male,36,7,154872.08,2
8310,15599976,Bellasis,749,France,Female,27,9,0,2
8311,15752809,De Mestre,702,Spain,Male,43,6,116121.67,1
8312,15589698,De Luca,555,Germany,Male,42,6,107104.5,1
8313,15609977,Mundy,587,France,Male,47,6,71026.77,1
8314,15750121,Tung,639,France,Male,38,3,0,1
8315,15734177,Donahue,643,France,Male,33,4,0,2
8316,15781347,Okagbue,600,France,Female,41,1,0,2
8317,15592025,Nnaemeka,651,France,Male,53,7,0,2
8318,15670163,Verjus,666,France,Female,27,4,0,2
8319,15765402,H?,520,France,Female,39,6,145644.05,1
8320,15624343,Napolitani,650,Spain,Female,50,7,129667.77,1
8321,15602354,Ginikanwa,564,Germany,Male,33,3,109341.87,1
8322,15579183,Spaull,586,France,Male,64,1,0,2
8323,15584899,Siciliani,617,France,Female,35,5,0,2
8324,15723658,Voronina,712,Spain,Female,30,6,0,2
8325,15803965,Tang,654,France,Male,55,3,87485.67,1
8326,15682489,Crumbley,605,France,Male,27,9,0,2
8327,15813645,Hamilton,491,France,Female,36,0,53369.13,1
8328,15766787,Piazza,707,France,Female,35,9,0,2
8329,15687171,Birch,638,Spain,Male,34,5,146679.77,1
8330,15690744,Custance,683,France,Male,43,2,112499.42,2
8331,15707974,Anayochukwu,815,Spain,Female,38,2,48387,1
8332,15673084,Galkin,645,Spain,Male,38,1,68079.8,1
8333,15814772,Adams,645,Germany,Male,49,4,160133.88,1
8334,15743709,Toomey,683,France,Male,30,4,66190.33,1
8335,15610343,Marshall-Hall,705,France,Female,37,10,0,2
8336,15737414,Shen,647,France,Male,35,4,123761.68,1
8337,15788480,Pagnotto,786,Germany,Female,33,0,122325.58,1
8338,15568519,Wood,534,France,Male,41,9,0,2
8339,15792453,More,602,Spain,Female,42,1,138912.17,1
8340,15658100,Piccio,695,France,Female,42,0,0,2
8341,15695197,Tochukwu,553,Germany,Female,25,7,128524.19,2
8342,15749807,Graham,516,Spain,Female,31,3,0,2
8343,15773876,Tung,655,France,Female,34,3,0,2
8344,15591698,P'eng,849,Germany,Female,49,9,132934.89,1
8345,15712813,Nevzorova,520,Germany,Male,43,3,150805.17,3
8346,15763898,Toscani,568,Spain,Female,46,3,0,2
8347,15793324,McKenzie,695,Spain,Male,32,9,0,3
8348,15757759,Okwuoma,807,Spain,Female,28,7,165969.26,3
8349,15796230,Morley,642,Germany,Female,36,2,124495.98,3
8350,15611729,Kerr,703,Germany,Male,39,1,141559.5,1
8351,15709531,Harding,556,France,Male,38,2,114756.14,1
8352,15650751,Butler,585,France,Female,30,6,0,2
8353,15641413,Crawford,587,Germany,Female,49,7,155393.98,2
8354,15753840,Brown,524,Spain,Female,32,6,0,1
8355,15669994,Greece,556,Germany,Female,31,1,128663.81,2
8356,15695301,Matthews,504,Spain,Male,44,4,113522.64,1
8357,15792004,Heath,731,Spain,Female,26,3,0,2
8358,15603035,Vincent,651,France,Male,34,3,0,2
8359,15717286,Sal,675,Spain,Female,40,8,79035.95,1
8360,15577107,Milne,657,Spain,Female,22,6,0,3
8361,15754747,Bazile,686,Germany,Male,33,9,141918.09,2
8362,15705676,Wardle,690,France,Female,35,9,107944.33,2
8363,15751912,Lilly,567,France,Male,36,7,0,2
8364,15677336,Aitken,557,Germany,Male,57,1,120043.13,1
8365,15684395,Enderby,446,Spain,Female,45,10,125191.69,1
8366,15659949,Chiu,850,France,Male,31,1,96399.31,2
8367,15812422,Ugorji,637,France,Male,41,2,0,2
8368,15806941,Sharpe,499,France,Male,60,7,76961.6,2
8369,15637690,Houghton,622,Germany,Female,34,7,98675.74,1
8370,15632882,Konovalova,684,Germany,Male,37,1,126817.13,2
8371,15807107,Patel,612,France,Male,32,3,121394.42,1
8372,15661034,Ngozichukwuka,813,Germany,Female,29,5,106059.4,1
8373,15811958,Medland,850,Germany,Male,44,2,112755.34,2
8374,15785167,Padovano,795,Spain,Male,29,4,0,2
8375,15646720,Tsui,628,Spain,Female,55,7,0,3
8376,15658614,H?,565,Germany,Female,38,7,145400.69,2
8377,15704657,Denman,601,France,Male,39,3,72647.64,1
8378,15567147,Ratten,802,Spain,Male,40,4,0,2
8379,15701319,Baxter,614,Germany,Female,37,6,96340.81,2
8380,15745266,Norman,434,Spain,Male,55,6,0,1
8381,15650437,Shen,522,Germany,Male,32,8,124450.36,2
8382,15764314,Reilly,550,Germany,Male,36,2,113877.23,2
8383,15612594,Ifeanacho,599,Spain,Male,25,3,0,2
8384,15593501,Graham,493,France,Female,36,5,148667.81,2
8385,15804150,Lysaght,755,France,Male,34,3,0,2
8386,15649297,T'ang,605,France,Female,62,4,111065.93,2
8387,15641110,Abron,708,France,Male,41,0,0,1
8388,15660608,Chimaraoke,699,France,Male,44,8,158697.61,1
8389,15806570,Y?an,763,France,Female,53,4,0,1
8390,15715345,Sergeyeva,743,Spain,Male,25,6,0,2
8391,15755521,Ma,660,France,Female,48,0,90044.32,2
8392,15579074,Obiajulu,619,Germany,Male,38,10,84651.79,1
8393,15641158,Belcher,739,Germany,Male,32,3,102128.27,1
8394,15752507,K?,769,Germany,Male,60,9,148846.39,1
8395,15597983,Brown,692,France,Male,69,10,154953.94,1
8396,15586069,Abernathy,560,France,Female,30,0,108883.29,1
8397,15655082,Pape,607,France,Female,48,4,112070.86,3
8398,15720155,Tao,630,Germany,Male,29,6,131354.39,1
8399,15582116,Ma,767,Germany,Female,45,7,132746.2,2
8400,15749365,Earle,543,France,Female,34,8,0,2
8401,15632069,Kazantsev,776,France,Male,39,8,125211.55,2
8402,15663134,Uspenskaya,535,Spain,Male,58,1,0,2
8403,15766683,Coombes,549,Germany,Male,36,6,139422.37,1
8404,15707219,Hopman,844,France,Female,28,4,0,2
8405,15709232,McKay,586,Germany,Female,47,5,157099.47,2
8406,15801351,Milanesi,583,France,Male,40,3,0,2
8407,15578747,Chineze,701,Spain,Male,26,5,83600.24,1
8408,15675626,Dawson,726,France,Male,28,2,0,1
8409,15583736,Shih,829,Germany,Male,36,4,81795.74,2
8410,15590011,Hughes,749,Spain,Male,38,9,129378.32,1
8411,15609913,Clark,743,France,Female,46,9,0,1
8412,15719479,Chukwuhaenye,619,Spain,Female,56,7,0,2
8413,15575147,Wall,699,France,Male,22,9,99339,1
8414,15597309,Howell,749,Spain,Male,36,7,0,2
8415,15648367,Lo,600,Germany,Female,29,6,74430.1,2
8416,15758031,Lazarev,760,Spain,Male,38,3,91241.85,1
8417,15751771,Lowe,528,Germany,Male,32,2,99092.45,1
8418,15689288,Folliero,630,France,Female,26,5,0,2
8419,15731026,Han,683,Germany,Female,39,2,100062.16,2
8420,15775809,Holloway,677,Germany,Female,26,6,98723.67,1
8421,15743076,Pai,669,Spain,Male,29,9,0,1
8422,15658258,Trejo,693,France,Male,43,6,128760.32,1
8423,15756321,Johnston,612,Spain,Female,52,5,144772.69,1
8424,15706799,Macknight,719,Spain,Male,44,4,0,1
8425,15775703,Lo,702,France,Male,26,2,71281.29,1
8426,15642636,Glossop,755,France,Male,29,9,117035.89,1
8427,15704651,Bishop,514,France,Male,26,1,0,2
8428,15806771,Yefremova,753,France,Female,40,0,3768.69,2
8429,15566735,Obialo,548,Germany,Female,36,2,108913.84,2
8430,15681671,Nkemjika,850,Germany,Male,28,2,101100.22,2
8431,15775949,Trevisani,612,France,Female,38,7,110615.47,1
8432,15586752,Parkes,628,Germany,Male,33,8,152143.89,1
8433,15582519,Seleznyov,479,France,Male,47,6,121797.09,1
8434,15658233,Naylor,724,France,Female,41,5,109798.25,1
8435,15755330,Forbes,512,Germany,Male,41,7,122403.24,1
8436,15605072,Douglas,638,France,Female,43,3,145860.98,1
8437,15617538,Nwankwo,834,Spain,Male,40,7,0,2
8438,15591428,Myers,781,France,Male,29,9,0,2
8439,15692142,Rogova,707,Germany,Female,48,7,105086.74,1
8440,15692931,Hsing,670,France,Male,22,2,114991.45,1
8441,15781127,Giordano,663,Spain,Female,33,8,96769.04,1
8442,15677136,Okwukwe,624,France,Female,23,5,0,2
8443,15677828,Chalmers,598,France,Female,34,4,0,2
8444,15567897,Chiazagomekpere,619,Germany,Male,23,5,132725.1,1
8445,15793641,Evseyev,792,France,Female,70,3,0,2
8446,15678333,Parry-Okeden,683,France,Female,26,7,0,2
8447,15630511,Picot,691,France,Female,33,6,0,2
8448,15792627,Reid,765,Spain,Female,33,5,84557.82,1
8449,15717191,Ferri,508,France,Male,49,1,93817.41,2
8450,15625716,Genovesi,637,France,Female,33,9,113913.53,1
8451,15710053,Neumayer,667,Germany,Female,44,5,140406.68,2
8452,15580043,Murray,575,Spain,Female,22,8,105229.34,1
8453,15601410,Tien,744,Spain,Female,46,1,0,3
8454,15684669,Parkes,567,France,Female,41,9,137891.35,1
8455,15619083,Yip,502,France,Female,35,6,0,2
8456,15692207,Ingle,609,France,Female,53,6,0,2
8457,15730705,Chidubem,715,France,Male,37,9,165252.52,1
8458,15749688,Lu,541,France,Male,32,8,0,2
8459,15728542,Vorobyova,850,France,Female,71,4,0,2
8460,15760063,Chiedozie,595,Spain,Male,23,7,0,2
8461,15658982,Napolitani,650,Germany,Female,28,5,122034.4,3
8462,15758769,Coffey,625,France,Female,44,7,0,1
8463,15778481,Chigbogu,817,France,Male,59,1,118962.58,1
8464,15661162,Akabueze,526,Spain,Male,49,2,0,1
8465,15568164,Istomin,850,France,Female,34,4,71379.53,2
8466,15601569,Ndubueze,598,France,Female,40,2,171178.25,1
8467,15772383,Toscani,613,France,Male,36,9,131307.11,1
8468,15667456,Ross,709,Spain,Male,62,3,0,2
8469,15672983,Fernando,678,Spain,Female,27,5,87099.85,2
8470,15799534,McClaran,720,France,Male,71,5,183135.39,2
8471,15582847,Yermakova,662,France,Male,26,0,0,2
8472,15612478,Somadina,525,France,Male,51,10,0,3
8473,15709621,Wan,662,France,Male,31,3,0,2
8474,15802009,Mazzi,770,France,Female,33,6,0,2
8475,15698816,Tuan,721,Spain,Female,33,4,72535.45,1
8476,15574830,Townsley,633,Germany,Male,58,2,128137.42,2
8477,15603082,Yashina,701,France,Male,51,9,0,2
8478,15685947,Henderson,556,Germany,Male,42,0,115915.53,2
8479,15643048,Mueller,639,France,Male,66,0,0,2
8480,15807568,Wright,632,France,Male,50,2,0,2
8481,15597591,Lung,456,France,Male,29,5,107000.49,1
8482,15747558,Bryant,729,Spain,Female,38,10,0,2
8483,15756655,Madukaife,632,France,Female,34,2,0,2
8484,15589949,Maclean,433,Spain,Male,34,9,152806.74,1
8485,15601012,Abdullah,802,France,Female,60,3,92887.06,1
8486,15724269,Yao,670,France,Male,25,7,0,2
8487,15567506,Cheatham,738,Germany,Female,40,6,114940.67,2
8488,15791877,Gallagher,706,Germany,Male,34,0,140641.26,2
8489,15794360,Hao,592,Germany,Female,70,5,71816.74,2
8490,15686538,Nixon,522,France,Female,41,7,0,2
8491,15585985,Wang,746,France,Male,48,5,165282.42,1
8492,15699257,Kerr,651,Spain,Male,42,2,143145.87,2
8493,15804104,Romani,494,France,Male,28,9,114731.76,2
8494,15727619,Lock,753,Germany,Female,46,9,113909.69,3
8495,15740237,Millar,671,Germany,Male,36,2,116695.27,1
8496,15801436,K'ung,696,France,Male,42,4,0,1
8497,15705735,Onyekachi,577,Spain,Male,43,3,0,2
8498,15649359,Somayina,587,France,Male,36,1,0,2
8499,15624892,Dennis,712,Germany,Male,37,7,93978.96,2
8500,15784918,Brown,498,Germany,Male,35,2,121968.11,2
8501,15584785,Ogochukwu,660,France,Male,37,2,97324.91,1
8502,15797197,Macleod,678,Spain,Male,29,6,0,2
8503,15574858,Page,530,France,Male,37,8,0,2
8504,15794101,Barese,559,France,Female,48,2,0,2
8505,15743245,Agafonova,624,France,Male,42,3,145155.37,1
8506,15791535,Caraway,592,France,Male,28,5,137222.77,1
8507,15605215,Stevenson,767,France,Male,48,9,0,2
8508,15771749,Duncan,653,Germany,Female,38,5,114268.22,2
8509,15616833,Wang,678,Spain,Male,27,2,0,2
8510,15750728,Kaur,586,Spain,Female,42,2,0,1
8511,15769353,Jenkins,550,France,Female,40,8,150490.32,1
8512,15770091,Edwards,643,Germany,Male,28,9,160858.13,2
8513,15716420,Kelly,612,Spain,Male,39,5,170288.38,1
8514,15740602,Boyle,674,Germany,Female,27,4,111568.01,1
8515,15796071,Loane,657,Spain,Male,29,7,83889.03,1
8516,15811389,Padovano,724,Germany,Female,35,0,171982.95,2
8517,15783875,Li Fonti,500,France,Female,34,4,0,2
8518,15671800,Robinson,688,France,Male,20,8,137624.4,2
8519,15677288,Geach,599,France,Male,50,3,121159.65,1
8520,15633525,Payne,631,France,Male,29,7,0,2
8521,15634606,Chinonyelum,634,Spain,Male,52,1,0,2
8522,15579207,Watkins,545,France,Male,37,3,91184.01,1
8523,15619892,Page,644,Spain,Male,18,8,0,2
8524,15567778,Genovese,690,Germany,Female,54,1,144027.8,1
8525,15711750,Watson,711,France,Female,34,6,0,2
8526,15751084,Mancini,712,France,Female,29,8,140170.61,1
8527,15768945,Chibueze,627,France,Male,27,1,62092.9,1
8528,15586931,Hunter,694,Spain,Male,39,3,0,1
8529,15636353,Buchi,534,Spain,Male,35,4,0,2
8530,15623858,Charteris,603,France,Male,45,9,0,1
8531,15703354,Aksenov,808,France,Female,33,2,103516.87,1
8532,15663987,Wright,723,Spain,Male,30,1,0,3
8533,15780805,Lu,585,France,Female,35,2,0,2
8534,15768566,K?,706,France,Male,34,8,0,2
8535,15643229,Hou,671,France,Female,31,6,0,2
8536,15754940,Descoteaux,597,Spain,Male,43,2,85162.26,1
8537,15676576,Stephenson,646,France,Female,43,8,143061.88,1
8538,15800068,Cooper,801,Spain,Female,46,6,0,2
8539,15648030,Crump,731,Spain,Female,33,5,137388.01,2
8540,15668594,Diggs,620,Germany,Female,25,1,137712.01,1
8541,15728709,Shih,484,Germany,Male,40,7,106901.42,2
8542,15724181,Hudson,647,Spain,Male,47,5,105603.21,2
8543,15647546,Carvosso,688,Germany,Female,40,8,150679.71,2
8544,15702601,Wyatt,680,Germany,Male,30,4,108300.27,2
8545,15567725,Kodilinyechukwu,689,France,Female,46,7,52016.08,2
8546,15674179,Vorobyova,513,Germany,Male,34,7,60515.13,1
8547,15686957,Piccio,553,Germany,Male,35,2,158584.28,2
8548,15607690,Hsing,689,Germany,Male,47,2,118812.5,2
8549,15806546,Lucas,517,Spain,Male,46,4,0,1
8550,15632850,T'ang,731,France,Male,37,8,0,2
8551,15709016,North,687,Germany,Female,47,1,91219.29,1
8552,15638068,Thompson,507,Spain,Male,32,7,0,2
8553,15749345,Simpson,468,France,Female,22,1,76318.64,1
8554,15791321,Nwora,682,Spain,Female,58,4,0,1
8555,15699095,Chandler,603,France,Female,24,3,0,1
8556,15638329,Uspensky,522,Germany,Male,25,1,111432.13,1
8557,15575445,Ferguson,629,Spain,Male,41,10,150148.51,1
8558,15752622,Kerr,729,France,Female,32,7,38550.06,1
8559,15774507,Furneaux,574,France,Female,39,5,119013.86,1
8560,15570857,Kambinachi,677,Germany,Female,39,0,111213.64,2
8561,15599386,Black,627,Germany,Male,28,5,71097.23,1
8562,15744913,Chizoba,788,Spain,Male,36,10,109632.85,1
8563,15647292,Peng,697,France,Male,63,7,148368.02,1
8564,15728838,Leach,578,France,Male,45,1,148600.91,1
8565,15584704,Chiazagomekpele,519,France,Male,48,10,71083.98,1
8566,15749068,Nickson,632,France,Female,40,9,139625.34,1
8567,15622985,Lin,679,France,Female,39,4,0,1
8568,15587676,Alexeieva,699,France,Male,30,9,0,1
8569,15779496,Sykes,615,France,Male,64,0,81564.1,2
8570,15733460,Martin,622,Spain,Male,36,9,0,2
8571,15711457,Herz,755,France,Female,28,7,124540.28,1
8572,15795290,Nikitina,767,France,Female,42,2,133616.39,1
8573,15611223,Ko,752,Germany,Female,38,10,101648.5,2
8574,15794159,Highett,633,France,Female,26,8,124281.84,1
8575,15780677,Jackson,717,France,Female,59,4,0,2
8576,15690175,Ball,585,Spain,Male,45,0,0,2
8577,15722599,Nelson,751,France,Female,37,9,183613.66,2
8578,15569976,Woronoff,754,Germany,Male,65,1,136186.44,1
8579,15707011,Morrison,495,France,Male,47,10,137682.68,1
8580,15702277,Smith,650,France,Male,34,4,106005.54,1
8581,15801915,Rendall,529,France,Female,31,6,152310.55,1
8582,15580213,McIntyre,585,France,Female,43,2,0,2
8583,15637947,Wei,668,Spain,Male,32,1,134446.04,1
8584,15715888,Allardyce,591,France,Female,38,2,142289.28,1
8585,15732967,Cremonesi,731,France,Male,19,6,0,2
8586,15737047,Weatherford,754,France,Female,45,6,0,1
8587,15694039,Jen,650,Germany,Female,46,9,149003.76,2
8588,15649457,Macleod,588,Germany,Male,41,2,131341.46,2
8589,15742809,Mironova,712,Spain,Female,29,7,77919.78,1
8590,15637829,Sharpe,691,France,Female,34,7,0,2
8591,15633194,Osborne,771,France,Female,41,10,108309,4
8592,15611635,Chu,678,Spain,Female,39,6,0,1
8593,15638774,Chong,719,Spain,Female,40,9,0,2
8594,15722037,Alvarez,610,Germany,Male,36,7,115462.02,1
8595,15672930,Palerma,722,Spain,Male,37,9,0,2
8596,15668774,Chiemenam,758,Germany,Female,23,5,122739.1,1
8597,15780966,Pritchard,709,France,Female,32,2,0,2
8598,15659694,Wallis,634,Germany,Female,53,3,113781.5,2
8599,15624424,Palerma,678,Spain,Female,49,1,0,2
8600,15708713,Hill,633,France,Male,35,3,0,2
8601,15755405,Hudson,710,France,Male,43,9,128284.45,1
8602,15647570,Chung,640,Germany,Male,45,8,120591.19,1
8603,15684348,Zhdanova,656,France,Male,63,8,0,2
8604,15702541,Fraser,551,France,Female,59,2,166968.28,1
8605,15646942,Meng,786,Spain,Female,39,7,0,2
8606,15748920,Cherkasova,561,France,Female,49,8,0,2
8607,15694581,Rawlings,807,Spain,Male,42,5,0,2
8608,15643215,Jen,602,Germany,Male,38,2,71667.97,2
8609,15649060,Chien,727,Germany,Female,31,3,82729.47,2
8610,15774258,Gorbunov,678,France,Male,40,1,0,2
8611,15731553,Lucas,730,France,Male,23,8,0,2
8612,15617029,Young,596,Spain,Female,30,1,0,2
8613,15780716,Colombo,686,Germany,Male,39,3,129626.19,2
8614,15577018,Tsao,684,Germany,Female,26,2,114035.39,1
8615,15809515,Lewis,797,Germany,Male,32,1,151922.94,1
8616,15789924,Hussain,658,France,Female,39,4,0,1
8617,15725076,Anderson,653,Spain,Female,27,6,107751.68,2
8618,15672481,Ulyanov,641,France,Male,37,6,0,2
8619,15574115,Shaw,656,Spain,Female,41,6,101179.23,2
8620,15661830,Lucciano,750,Spain,Female,36,6,0,2
8621,15665879,Gordon,768,France,Female,40,8,0,2
8622,15673820,Woodward,568,France,Male,33,7,0,2
8623,15747772,Cunningham,706,Germany,Male,36,9,58571.18,2
8624,15666197,Boni,430,Germany,Female,38,8,153058.64,1
8625,15773639,Truscott,745,Germany,Male,35,4,98270.34,1
8626,15581893,Ginikanwa,747,France,Male,43,1,130788.71,1
8627,15672447,Bailey,657,Germany,Male,40,7,99165.84,1
8628,15777830,Hutchinson,639,France,Female,42,4,0,2
8629,15713890,Maclean,704,France,Male,44,3,0,2
8630,15577598,Chiang,651,Spain,Male,23,4,115636.05,2
8631,15786042,Willmore,706,Germany,Female,44,2,185932.18,2
